region_cd,sido_cd,sgg_cd,umd_cd,ri_cd,locatjumin_cd,locatjijuk_cd,locatadd_nm,locat_order,locat_rm,locathigh_cd,locallow_nm,adpt_de
2717010900,27,170,109,00,2717010900,2717010900,대구광역시 서구 원대동3가,9,,2717000000,원대동3가,
2720000000,27,200,000,00,2720000000,2720000000,대구광역시 남구,4,,2700000000,남구,
2717010700,27,170,107,00,2717010700,2717010700,대구광역시 서구 원대동1가,7,,2717000000,원대동1가,
2717010800,27,170,108,00,2717010800,2717010800,대구광역시 서구 원대동2가,8,,2717000000,원대동2가,
3020015200,30,200,152,00,3020015200,3020015200,대전광역시 유성구 둔곡동,52,,3020000000,둔곡동,
2717010400,27,170,104,00,2717010400,2717010400,대구광역시 서구 상리동,4,,2717000000,상리동,
2717010500,27,170,105,00,2717010500,2717010500,대구광역시 서구 중리동,5,,2717000000,중리동,
2717010600,27,170,106,00,2717010600,2717010600,대구광역시 서구 이현동,6,,2717000000,이현동,
2717010200,27,170,102,00,2717010200,2717010200,대구광역시 서구 비산동,2,,2717000000,비산동,
2717010300,27,170,103,00,2717010300,2717010300,대구광역시 서구 평리동,3,,2717000000,평리동,
2717000000,27,170,000,00,2717000000,2717000000,대구광역시 서구,3,,2700000000,서구,
2717010100,27,170,101,00,2717010100,2717010100,대구광역시 서구 내당동,1,,2717000000,내당동,
2714014300,27,140,143,00,2714014300,2714014300,대구광역시 동구 송정동,43,,2714000000,송정동,
2714014400,27,140,144,00,2714014400,2714014400,대구광역시 동구 덕곡동,44,,2714000000,덕곡동,
2714014500,27,140,145,00,2714014500,2714014500,대구광역시 동구 지묘동,45,,2714000000,지묘동,
2600000000,26,000,000,00,2600000000,2600000000,부산광역시,2,,0000000000,부산광역시,
2611000000,26,110,000,00,2611000000,2611000000,부산광역시 중구,1,,2600000000,중구,
2611010100,26,110,101,00,2611010100,2611010100,부산광역시 중구 영주동,1,,2611000000,영주동,
2611010200,26,110,102,00,2611010200,2611010200,부산광역시 중구 대창동1가,2,,2611000000,대창동1가,
2611010300,26,110,103,00,2611010300,2611010300,부산광역시 중구 대창동2가,3,,2611000000,대창동2가,
2611010400,26,110,104,00,2611010400,2611010400,부산광역시 중구 중앙동1가,4,,2611000000,중앙동1가,
2611010500,26,110,105,00,2611010500,2611010500,부산광역시 중구 중앙동2가,5,,2611000000,중앙동2가,
2611010600,26,110,106,00,2611010600,2611010600,부산광역시 중구 중앙동3가,6,,2611000000,중앙동3가,
2611010700,26,110,107,00,2611010700,2611010700,부산광역시 중구 중앙동4가,7,,2611000000,중앙동4가,
2611010800,26,110,108,00,2611010800,2611010800,부산광역시 중구 중앙동5가,8,,2611000000,중앙동5가,
2611010900,26,110,109,00,2611010900,2611010900,부산광역시 중구 중앙동6가,9,,2611000000,중앙동6가,
2611011000,26,110,110,00,2611011000,2611011000,부산광역시 중구 중앙동7가,10,,2611000000,중앙동7가,
2611011100,26,110,111,00,2611011100,2611011100,부산광역시 중구 동광동1가,11,,2611000000,동광동1가,
2611011200,26,110,112,00,2611011200,2611011200,부산광역시 중구 동광동2가,12,,2611000000,동광동2가,
2714014000,27,140,140,00,2714014000,2714014000,대구광역시 동구 내동,40,,2714000000,내동,
2714014100,27,140,141,00,2714014100,2714014100,대구광역시 동구 신용동,41,,2714000000,신용동,
2714014200,27,140,142,00,2714014200,2714014200,대구광역시 동구 중대동,42,,2714000000,중대동,
2611011300,26,110,113,00,2611011300,2611011300,부산광역시 중구 동광동3가,13,,2611000000,동광동3가,
2611011400,26,110,114,00,2611011400,2611011400,부산광역시 중구 동광동4가,14,,2611000000,동광동4가,
2611011500,26,110,115,00,2611011500,2611011500,부산광역시 중구 동광동5가,15,,2611000000,동광동5가,
2611011600,26,110,116,00,2611011600,2611011600,부산광역시 중구 대청동1가,16,,2611000000,대청동1가,
2611011700,26,110,117,00,2611011700,2611011700,부산광역시 중구 대청동2가,17,,2611000000,대청동2가,
2611011800,26,110,118,00,2611011800,2611011800,부산광역시 중구 대청동3가,18,,2611000000,대청동3가,
2611011900,26,110,119,00,2611011900,2611011900,부산광역시 중구 대청동4가,19,,2611000000,대청동4가,
2611012000,26,110,120,00,2611012000,2611012000,부산광역시 중구 보수동1가,20,,2611000000,보수동1가,
2611012100,26,110,121,00,2611012100,2611012100,부산광역시 중구 보수동2가,21,,2611000000,보수동2가,
2611012200,26,110,122,00,2611012200,2611012200,부산광역시 중구 보수동3가,22,,2611000000,보수동3가,
2611012300,26,110,123,00,2611012300,2611012300,부산광역시 중구 부평동1가,23,,2611000000,부평동1가,
2611012400,26,110,124,00,2611012400,2611012400,부산광역시 중구 부평동2가,24,,2611000000,부평동2가,
2611012500,26,110,125,00,2611012500,2611012500,부산광역시 중구 부평동3가,25,,2611000000,부평동3가,
2611012600,26,110,126,00,2611012600,2611012600,부산광역시 중구 부평동4가,26,,2611000000,부평동4가,
2611012700,26,110,127,00,2611012700,2611012700,부산광역시 중구 신창동1가,27,,2611000000,신창동1가,
2611012800,26,110,128,00,2611012800,2611012800,부산광역시 중구 신창동2가,28,,2611000000,신창동2가,
2611012900,26,110,129,00,2611012900,2611012900,부산광역시 중구 신창동3가,29,,2611000000,신창동3가,
2611013000,26,110,130,00,2611013000,2611013000,부산광역시 중구 신창동4가,30,,2611000000,신창동4가,
2611013100,26,110,131,00,2611013100,2611013100,부산광역시 중구 창선동1가,31,,2611000000,창선동1가,
2611013200,26,110,132,00,2611013200,2611013200,부산광역시 중구 창선동2가,32,,2611000000,창선동2가,
2611013300,26,110,133,00,2611013300,2611013300,부산광역시 중구 광복동1가,33,,2611000000,광복동1가,
2611013400,26,110,134,00,2611013400,2611013400,부산광역시 중구 광복동2가,34,,2611000000,광복동2가,
2611013500,26,110,135,00,2611013500,2611013500,부산광역시 중구 광복동3가,35,,2611000000,광복동3가,
2611013600,26,110,136,00,2611013600,2611013600,부산광역시 중구 남포동1가,36,,2611000000,남포동1가,
2611013700,26,110,137,00,2611013700,2611013700,부산광역시 중구 남포동2가,37,,2611000000,남포동2가,
2611013800,26,110,138,00,2611013800,2611013800,부산광역시 중구 남포동3가,38,,2611000000,남포동3가,
2611013900,26,110,139,00,2611013900,2611013900,부산광역시 중구 남포동4가,39,,2611000000,남포동4가,
2611014000,26,110,140,00,2611014000,2611014000,부산광역시 중구 남포동5가,40,,2611000000,남포동5가,
2611014100,26,110,141,00,2611014100,2611014100,부산광역시 중구 남포동6가,41,,2611000000,남포동6가,
2614000000,26,140,000,00,2614000000,2614000000,부산광역시 서구,2,,2600000000,서구,
2614010100,26,140,101,00,2614010100,2614010100,부산광역시 서구 동대신동1가,1,,2614000000,동대신동1가,
2614010200,26,140,102,00,2614010200,2614010200,부산광역시 서구 동대신동2가,2,,2614000000,동대신동2가,
2614010300,26,140,103,00,2614010300,2614010300,부산광역시 서구 동대신동3가,3,,2614000000,동대신동3가,
2614010400,26,140,104,00,2614010400,2614010400,부산광역시 서구 서대신동1가,4,,2614000000,서대신동1가,
2614010500,26,140,105,00,2614010500,2614010500,부산광역시 서구 서대신동2가,5,,2614000000,서대신동2가,
2614010600,26,140,106,00,2614010600,2614010600,부산광역시 서구 서대신동3가,6,,2614000000,서대신동3가,
2614010700,26,140,107,00,2614010700,2614010700,부산광역시 서구 부용동1가,7,,2614000000,부용동1가,
2614010800,26,140,108,00,2614010800,2614010800,부산광역시 서구 부용동2가,8,,2614000000,부용동2가,
2614010900,26,140,109,00,2614010900,2614010900,부산광역시 서구 부민동1가,9,,2614000000,부민동1가,
2614011000,26,140,110,00,2614011000,2614011000,부산광역시 서구 부민동2가,10,,2614000000,부민동2가,
2614011100,26,140,111,00,2614011100,2614011100,부산광역시 서구 부민동3가,11,,2614000000,부민동3가,
2614011200,26,140,112,00,2614011200,2614011200,부산광역시 서구 토성동1가,12,,2614000000,토성동1가,
2614011300,26,140,113,00,2614011300,2614011300,부산광역시 서구 토성동2가,13,,2614000000,토성동2가,
2614011400,26,140,114,00,2614011400,2614011400,부산광역시 서구 토성동3가,14,,2614000000,토성동3가,
2614011500,26,140,115,00,2614011500,2614011500,부산광역시 서구 아미동1가,15,,2614000000,아미동1가,
2614011600,26,140,116,00,2614011600,2614011600,부산광역시 서구 아미동2가,16,,2614000000,아미동2가,
2614011700,26,140,117,00,2614011700,2614011700,부산광역시 서구 토성동4가,17,,2614000000,토성동4가,
2614011800,26,140,118,00,2614011800,2614011800,부산광역시 서구 토성동5가,18,,2614000000,토성동5가,
2614011900,26,140,119,00,2614011900,2614011900,부산광역시 서구 초장동,19,,2614000000,초장동,
2614012000,26,140,120,00,2614012000,2614012000,부산광역시 서구 충무동1가,20,,2614000000,충무동1가,
2614012100,26,140,121,00,2614012100,2614012100,부산광역시 서구 충무동2가,21,,2614000000,충무동2가,
2614012200,26,140,122,00,2614012200,2614012200,부산광역시 서구 충무동3가,22,,2614000000,충무동3가,
2614012300,26,140,123,00,2614012300,2614012300,부산광역시 서구 남부민동,23,,2614000000,남부민동,
2614012400,26,140,124,00,2614012400,2614012400,부산광역시 서구 암남동,24,,2614000000,암남동,
2617000000,26,170,000,00,2617000000,2617000000,부산광역시 동구,3,,2600000000,동구,
2617010100,26,170,101,00,2617010100,2617010100,부산광역시 동구 초량동,1,,2617000000,초량동,
2617010200,26,170,102,00,2617010200,2617010200,부산광역시 동구 수정동,2,,2617000000,수정동,
2617010300,26,170,103,00,2617010300,2617010300,부산광역시 동구 좌천동,3,,2617000000,좌천동,
2617010400,26,170,104,00,2617010400,2617010400,부산광역시 동구 범일동,4,,2617000000,범일동,
2620000000,26,200,000,00,2620000000,2620000000,부산광역시 영도구,4,,2600000000,영도구,
2620010100,26,200,101,00,2620010100,2620010100,부산광역시 영도구 대교동1가,1,,2620000000,대교동1가,
2620010200,26,200,102,00,2620010200,2620010200,부산광역시 영도구 대교동2가,2,,2620000000,대교동2가,
2620010300,26,200,103,00,2620010300,2620010300,부산광역시 영도구 대평동1가,3,,2620000000,대평동1가,
2620010400,26,200,104,00,2620010400,2620010400,부산광역시 영도구 대평동2가,4,,2620000000,대평동2가,
2620010500,26,200,105,00,2620010500,2620010500,부산광역시 영도구 남항동1가,5,,2620000000,남항동1가,
2620010600,26,200,106,00,2620010600,2620010600,부산광역시 영도구 남항동2가,6,,2620000000,남항동2가,
2620010700,26,200,107,00,2620010700,2620010700,부산광역시 영도구 남항동3가,7,,2620000000,남항동3가,
2620010800,26,200,108,00,2620010800,2620010800,부산광역시 영도구 영선동1가,8,,2620000000,영선동1가,
2620010900,26,200,109,00,2620010900,2620010900,부산광역시 영도구 영선동2가,9,,2620000000,영선동2가,
2714013700,27,140,137,00,2714013700,2714013700,대구광역시 동구 용수동,37,,2714000000,용수동,
2714013800,27,140,138,00,2714013800,2714013800,대구광역시 동구 신무동,38,,2714000000,신무동,
2714013900,27,140,139,00,2714013900,2714013900,대구광역시 동구 미대동,39,,2714000000,미대동,
2620011000,26,200,110,00,2620011000,2620011000,부산광역시 영도구 영선동3가,10,,2620000000,영선동3가,
2620011100,26,200,111,00,2620011100,2620011100,부산광역시 영도구 영선동4가,11,,2620000000,영선동4가,
2620011200,26,200,112,00,2620011200,2620011200,부산광역시 영도구 신선동1가,12,,2620000000,신선동1가,
2620011300,26,200,113,00,2620011300,2620011300,부산광역시 영도구 신선동2가,13,,2620000000,신선동2가,
2620011400,26,200,114,00,2620011400,2620011400,부산광역시 영도구 신선동3가,14,,2620000000,신선동3가,
2620011500,26,200,115,00,2620011500,2620011500,부산광역시 영도구 봉래동1가,15,,2620000000,봉래동1가,
2620011600,26,200,116,00,2620011600,2620011600,부산광역시 영도구 봉래동2가,16,,2620000000,봉래동2가,
2620011700,26,200,117,00,2620011700,2620011700,부산광역시 영도구 봉래동3가,17,,2620000000,봉래동3가,
2620011800,26,200,118,00,2620011800,2620011800,부산광역시 영도구 봉래동4가,18,,2620000000,봉래동4가,
2620011900,26,200,119,00,2620011900,2620011900,부산광역시 영도구 봉래동5가,19,,2620000000,봉래동5가,
2620012000,26,200,120,00,2620012000,2620012000,부산광역시 영도구 청학동,20,,2620000000,청학동,
2620012100,26,200,121,00,2620012100,2620012100,부산광역시 영도구 동삼동,21,,2620000000,동삼동,
2623000000,26,230,000,00,2623000000,2623000000,부산광역시 부산진구,5,,2600000000,부산진구,
2623010100,26,230,101,00,2623010100,2623010100,부산광역시 부산진구 양정동,1,,2623000000,양정동,
2623010200,26,230,102,00,2623010200,2623010200,부산광역시 부산진구 전포동,2,,2623000000,전포동,
2623010300,26,230,103,00,2623010300,2623010300,부산광역시 부산진구 부전동,3,,2623000000,부전동,
2623010400,26,230,104,00,2623010400,2623010400,부산광역시 부산진구 범천동,4,,2623000000,범천동,
2623010500,26,230,105,00,2623010500,2623010500,부산광역시 부산진구 범전동,5,,2623000000,범전동,
2623010600,26,230,106,00,2623010600,2623010600,부산광역시 부산진구 연지동,6,,2623000000,연지동,
2623010700,26,230,107,00,2623010700,2623010700,부산광역시 부산진구 초읍동,7,,2623000000,초읍동,
2623010800,26,230,108,00,2623010800,2623010800,부산광역시 부산진구 부암동,8,,2623000000,부암동,20000101
2623010900,26,230,109,00,2623010900,2623010900,부산광역시 부산진구 당감동,9,,2623000000,당감동,
2623011000,26,230,110,00,2623011000,2623011000,부산광역시 부산진구 가야동,10,,2623000000,가야동,
2623011100,26,230,111,00,2623011100,2623011100,부산광역시 부산진구 개금동,11,,2623000000,개금동,
2626000000,26,260,000,00,2626000000,2626000000,부산광역시 동래구,6,,2600000000,동래구,
2626010100,26,260,101,00,2626010100,2626010100,부산광역시 동래구 명장동,1,,2626000000,명장동,
2626010200,26,260,102,00,2626010200,2626010200,부산광역시 동래구 안락동,2,,2626000000,안락동,
2626010300,26,260,103,00,2626010300,2626010300,부산광역시 동래구 칠산동,3,,2626000000,칠산동,
2626010400,26,260,104,00,2626010400,2626010400,부산광역시 동래구 낙민동,4,,2626000000,낙민동,
2626010500,26,260,105,00,2626010500,2626010500,부산광역시 동래구 복천동,5,,2626000000,복천동,
2626010600,26,260,106,00,2626010600,2626010600,부산광역시 동래구 수안동,6,,2626000000,수안동,
2626010700,26,260,107,00,2626010700,2626010700,부산광역시 동래구 명륜동,7,,2626000000,명륜동,
2626010800,26,260,108,00,2626010800,2626010800,부산광역시 동래구 온천동,8,,2626000000,온천동,
2626010900,26,260,109,00,2626010900,2626010900,부산광역시 동래구 사직동,9,,2626000000,사직동,
2629000000,26,290,000,00,2629000000,2629000000,부산광역시 남구,7,,2600000000,남구,
2629010600,26,290,106,00,2629010600,2629010600,부산광역시 남구 대연동,1,,2629000000,대연동,
2629010700,26,290,107,00,2629010700,2629010700,부산광역시 남구 용호동,2,,2629000000,용호동,
2629010800,26,290,108,00,2629010800,2629010800,부산광역시 남구 용당동,3,,2629000000,용당동,
2629010900,26,290,109,00,2629010900,2629010900,부산광역시 남구 문현동,4,,2629000000,문현동,
2629011000,26,290,110,00,2629011000,2629011000,부산광역시 남구 우암동,5,,2629000000,우암동,
2629011100,26,290,111,00,2629011100,2629011100,부산광역시 남구 감만동,6,,2629000000,감만동,
2632000000,26,320,000,00,2632000000,2632000000,부산광역시 북구,8,,2600000000,북구,
2632010100,26,320,101,00,2632010100,2632010100,부산광역시 북구 금곡동,1,,2632000000,금곡동,
2632010200,26,320,102,00,2632010200,2632010200,부산광역시 북구 화명동,2,,2632000000,화명동,
2632010300,26,320,103,00,2632010300,2632010300,부산광역시 북구 만덕동,3,,2632000000,만덕동,
2632010400,26,320,104,00,2632010400,2632010400,부산광역시 북구 덕천동,4,,2632000000,덕천동,
2632010500,26,320,105,00,2632010500,2632010500,부산광역시 북구 구포동,5,,2632000000,구포동,
2635000000,26,350,000,00,2635000000,2635000000,부산광역시 해운대구,9,,2600000000,해운대구,
2635010100,26,350,101,00,2635010100,2635010100,부산광역시 해운대구 반송동,1,,2635000000,반송동,
2635010200,26,350,102,00,2635010200,2635010200,부산광역시 해운대구 석대동,2,,2635000000,석대동,
2635010300,26,350,103,00,2635010300,2635010300,부산광역시 해운대구 반여동,3,,2635000000,반여동,
2635010400,26,350,104,00,2635010400,2635010400,부산광역시 해운대구 재송동,4,,2635000000,재송동,
2635010500,26,350,105,00,2635010500,2635010500,부산광역시 해운대구 우동,5,,2635000000,우동,
2714013400,27,140,134,00,2714013400,2714013400,대구광역시 동구 도학동,34,,2714000000,도학동,
2714013500,27,140,135,00,2714013500,2714013500,대구광역시 동구 백안동,35,,2714000000,백안동,
2714013600,27,140,136,00,2714013600,2714013600,대구광역시 동구 미곡동,36,,2714000000,미곡동,
2635010600,26,350,106,00,2635010600,2635010600,부산광역시 해운대구 중동,6,,2635000000,중동,
2635010700,26,350,107,00,2635010700,2635010700,부산광역시 해운대구 좌동,7,,2635000000,좌동,
2635010800,26,350,108,00,2635010800,2635010800,부산광역시 해운대구 송정동,8,,2635000000,송정동,
2638000000,26,380,000,00,2638000000,2638000000,부산광역시 사하구,10,,2600000000,사하구,
2638010100,26,380,101,00,2638010100,2638010100,부산광역시 사하구 괴정동,1,,2638000000,괴정동,
2638010200,26,380,102,00,2638010200,2638010200,부산광역시 사하구 당리동,2,,2638000000,당리동,
2638010300,26,380,103,00,2638010300,2638010300,부산광역시 사하구 하단동,3,,2638000000,하단동,
2638010400,26,380,104,00,2638010400,2638010400,부산광역시 사하구 신평동,4,,2638000000,신평동,
2638010500,26,380,105,00,2638010500,2638010500,부산광역시 사하구 장림동,5,,2638000000,장림동,
2638010600,26,380,106,00,2638010600,2638010600,부산광역시 사하구 다대동,6,,2638000000,다대동,
2638010700,26,380,107,00,2638010700,2638010700,부산광역시 사하구 구평동,7,,2638000000,구평동,
2638010800,26,380,108,00,2638010800,2638010800,부산광역시 사하구 감천동,8,,2638000000,감천동,
2641000000,26,410,000,00,2641000000,2641000000,부산광역시 금정구,11,,2600000000,금정구,
2641010100,26,410,101,00,2641010100,2641010100,부산광역시 금정구 두구동,1,,2641000000,두구동,
2641010200,26,410,102,00,2641010200,2641010200,부산광역시 금정구 노포동,2,,2641000000,노포동,
2641010300,26,410,103,00,2641010300,2641010300,부산광역시 금정구 청룡동,3,,2641000000,청룡동,
2641010400,26,410,104,00,2641010400,2641010400,부산광역시 금정구 남산동,4,,2641000000,남산동,
2641010500,26,410,105,00,2641010500,2641010500,부산광역시 금정구 선동,5,,2641000000,선동,
2641010600,26,410,106,00,2641010600,2641010600,부산광역시 금정구 오륜동,6,,2641000000,오륜동,
2641010700,26,410,107,00,2641010700,2641010700,부산광역시 금정구 구서동,7,,2641000000,구서동,
2641010800,26,410,108,00,2641010800,2641010800,부산광역시 금정구 장전동,8,,2641000000,장전동,
2641010900,26,410,109,00,2641010900,2641010900,부산광역시 금정구 부곡동,9,,2641000000,부곡동,
2641011000,26,410,110,00,2641011000,2641011000,부산광역시 금정구 서동,10,,2641000000,서동,
2641011100,26,410,111,00,2641011100,2641011100,부산광역시 금정구 금사동,11,,2641000000,금사동,
2641011200,26,410,112,00,2641011200,2641011200,부산광역시 금정구 회동동,12,,2641000000,회동동,
2641011300,26,410,113,00,2641011300,2641011300,부산광역시 금정구 금성동,13,,2641000000,금성동,
2644000000,26,440,000,00,2644000000,2644000000,부산광역시 강서구,12,,2600000000,강서구,
2644010100,26,440,101,00,2644010100,2644010100,부산광역시 강서구 대저1동,1,,2644000000,대저1동,
2644010200,26,440,102,00,2644010200,2644010200,부산광역시 강서구 대저2동,2,,2644000000,대저2동,
2644010300,26,440,103,00,2644010300,2644010300,부산광역시 강서구 강동동,3,,2644000000,강동동,
2644010400,26,440,104,00,2644010400,2644010400,부산광역시 강서구 명지동,4,,2644000000,명지동,
2644010500,26,440,105,00,2644010500,2644010500,부산광역시 강서구 죽림동,5,,2644000000,죽림동,
2644010600,26,440,106,00,2644010600,2644010600,부산광역시 강서구 식만동,6,,2644000000,식만동,
2644010700,26,440,107,00,2644010700,2644010700,부산광역시 강서구 죽동동,7,,2644000000,죽동동,
2644010800,26,440,108,00,2644010800,2644010800,부산광역시 강서구 봉림동,8,,2644000000,봉림동,
2644010900,26,440,109,00,2644010900,2644010900,부산광역시 강서구 송정동,9,,2644000000,송정동,
2644011000,26,440,110,00,2644011000,2644011000,부산광역시 강서구 화전동,10,,2644000000,화전동,
2644011100,26,440,111,00,2644011100,2644011100,부산광역시 강서구 녹산동,11,,2644000000,녹산동,
2644011200,26,440,112,00,2644011200,2644011200,부산광역시 강서구 생곡동,12,,2644000000,생곡동,
2644011300,26,440,113,00,2644011300,2644011300,부산광역시 강서구 구랑동,13,,2644000000,구랑동,
2644011400,26,440,114,00,2644011400,2644011400,부산광역시 강서구 지사동,14,,2644000000,지사동,
2644011500,26,440,115,00,2644011500,2644011500,부산광역시 강서구 미음동,15,,2644000000,미음동,
2644011600,26,440,116,00,2644011600,2644011600,부산광역시 강서구 범방동,16,,2644000000,범방동,
2644011700,26,440,117,00,2644011700,2644011700,부산광역시 강서구 신호동,17,,2644000000,신호동,
2644011800,26,440,118,00,2644011800,2644011800,부산광역시 강서구 동선동,18,,2644000000,동선동,
2644011900,26,440,119,00,2644011900,2644011900,부산광역시 강서구 성북동,19,,2644000000,성북동,
2644012000,26,440,120,00,2644012000,2644012000,부산광역시 강서구 눌차동,20,,2644000000,눌차동,
2644012100,26,440,121,00,2644012100,2644012100,부산광역시 강서구 천성동,21,,2644000000,천성동,
2644012200,26,440,122,00,2644012200,2644012200,부산광역시 강서구 대항동,22,,2644000000,대항동,
2647000000,26,470,000,00,2647000000,2647000000,부산광역시 연제구,13,,2600000000,연제구,
2647010100,26,470,101,00,2647010100,2647010100,부산광역시 연제구 거제동,1,,2647000000,거제동,
2647010200,26,470,102,00,2647010200,2647010200,부산광역시 연제구 연산동,2,,2647000000,연산동,
2650000000,26,500,000,00,2650000000,2650000000,부산광역시 수영구,14,,2600000000,수영구,
2650010100,26,500,101,00,2650010100,2650010100,부산광역시 수영구 망미동,1,,2650000000,망미동,
2650010200,26,500,102,00,2650010200,2650010200,부산광역시 수영구 수영동,2,,2650000000,수영동,
2650010300,26,500,103,00,2650010300,2650010300,부산광역시 수영구 민락동,3,,2650000000,민락동,
2650010400,26,500,104,00,2650010400,2650010400,부산광역시 수영구 광안동,4,,2650000000,광안동,
2650010500,26,500,105,00,2650010500,2650010500,부산광역시 수영구 남천동,5,,2650000000,남천동,
2653000000,26,530,000,00,2653000000,2653000000,부산광역시 사상구,15,,2600000000,사상구,
2653010100,26,530,101,00,2653010100,2653010100,부산광역시 사상구 삼락동,1,,2653000000,삼락동,
2653010200,26,530,102,00,2653010200,2653010200,부산광역시 사상구 모라동,2,,2653000000,모라동,
2653010300,26,530,103,00,2653010300,2653010300,부산광역시 사상구 덕포동,3,,2653000000,덕포동,
2653010400,26,530,104,00,2653010400,2653010400,부산광역시 사상구 괘법동,4,,2653000000,괘법동,
2653010500,26,530,105,00,2653010500,2653010500,부산광역시 사상구 감전동,5,,2653000000,감전동,
2653010600,26,530,106,00,2653010600,2653010600,부산광역시 사상구 주례동,6,,2653000000,주례동,
2653010700,26,530,107,00,2653010700,2653010700,부산광역시 사상구 학장동,7,,2653000000,학장동,
2653010800,26,530,108,00,2653010800,2653010800,부산광역시 사상구 엄궁동,8,,2653000000,엄궁동,
2671000000,26,710,000,00,2671000000,2671000000,부산광역시 기장군,16,,2600000000,기장군,
2671025000,26,710,250,00,2671025000,2671025000,부산광역시 기장군 기장읍,1,,2671000000,기장읍,
2671025021,26,710,250,21,2671025021,2671025021,부산광역시 기장군 기장읍 동부리,1,,2671025000,동부리,
2714013300,27,140,133,00,2714013300,2714013300,대구광역시 동구 진인동,33,,2714000000,진인동,
3020015000,30,200,150,00,3020015000,3020015000,대전광역시 유성구 금탄동,50,,3020000000,금탄동,
3020015100,30,200,151,00,3020015100,3020015100,대전광역시 유성구 신동,51,,3020000000,신동,
2671025022,26,710,250,22,2671025022,2671025022,부산광역시 기장군 기장읍 교리,2,,2671025000,교리,
2671025023,26,710,250,23,2671025023,2671025023,부산광역시 기장군 기장읍 신천리,3,,2671025000,신천리,
2671025024,26,710,250,24,2671025024,2671025024,부산광역시 기장군 기장읍 죽성리,4,,2671025000,죽성리,
2671025025,26,710,250,25,2671025025,2671025025,부산광역시 기장군 기장읍 서부리,5,,2671025000,서부리,
2671025026,26,710,250,26,2671025026,2671025026,부산광역시 기장군 기장읍 대라리,6,,2671025000,대라리,
2671025027,26,710,250,27,2671025027,2671025027,부산광역시 기장군 기장읍 청강리,7,,2671025000,청강리,
2671025028,26,710,250,28,2671025028,2671025028,부산광역시 기장군 기장읍 대변리,8,,2671025000,대변리,
2671025029,26,710,250,29,2671025029,2671025029,부산광역시 기장군 기장읍 연화리,9,,2671025000,연화리,
2671025030,26,710,250,30,2671025030,2671025030,부산광역시 기장군 기장읍 만화리,10,,2671025000,만화리,
2671025031,26,710,250,31,2671025031,2671025031,부산광역시 기장군 기장읍 석산리,11,,2671025000,석산리,
2671025032,26,710,250,32,2671025032,2671025032,부산광역시 기장군 기장읍 당사리,12,,2671025000,당사리,
2671025033,26,710,250,33,2671025033,2671025033,부산광역시 기장군 기장읍 시랑리,13,,2671025000,시랑리,
2671025034,26,710,250,34,2671025034,2671025034,부산광역시 기장군 기장읍 내리,14,,2671025000,내리,
2671025300,26,710,253,00,2671025300,2671025300,부산광역시 기장군 장안읍,2,,2671000000,장안읍,
2671025321,26,710,253,21,2671025321,2671025321,부산광역시 기장군 장안읍 좌천리,1,,2671025300,좌천리,
2671025322,26,710,253,22,2671025322,2671025322,부산광역시 기장군 장안읍 효암리,2,,2671025300,효암리,
2671025323,26,710,253,23,2671025323,2671025323,부산광역시 기장군 장안읍 고리,3,,2671025300,고리,
2671025324,26,710,253,24,2671025324,2671025324,부산광역시 기장군 장안읍 좌동리,4,,2671025300,좌동리,
2671025325,26,710,253,25,2671025325,2671025325,부산광역시 기장군 장안읍 장안리,5,,2671025300,장안리,
2671025326,26,710,253,26,2671025326,2671025326,부산광역시 기장군 장안읍 덕선리,6,,2671025300,덕선리,
2671025327,26,710,253,27,2671025327,2671025327,부산광역시 기장군 장안읍 용소리,7,,2671025300,용소리,
2671025328,26,710,253,28,2671025328,2671025328,부산광역시 기장군 장안읍 기룡리,8,,2671025300,기룡리,
2671025329,26,710,253,29,2671025329,2671025329,부산광역시 기장군 장안읍 명례리,9,,2671025300,명례리,
2671025330,26,710,253,30,2671025330,2671025330,부산광역시 기장군 장안읍 월내리,10,,2671025300,월내리,
2671025331,26,710,253,31,2671025331,2671025331,부산광역시 기장군 장안읍 반룡리,11,,2671025300,반룡리,
2671025332,26,710,253,32,2671025332,2671025332,부산광역시 기장군 장안읍 임랑리,12,,2671025300,임랑리,
2671025333,26,710,253,33,2671025333,2671025333,부산광역시 기장군 장안읍 오리,13,,2671025300,오리,
2671025334,26,710,253,34,2671025334,2671025334,부산광역시 기장군 장안읍 길천리,14,,2671025300,길천리,
2671025600,26,710,256,00,2671025600,2671025600,부산광역시 기장군 정관읍,1,,2671000000,정관읍,20150923
2671025621,26,710,256,21,2671025621,2671025621,부산광역시 기장군 정관읍 방곡리,2,,2671025600,방곡리,20150923
2671025622,26,710,256,22,2671025622,2671025622,부산광역시 기장군 정관읍 매학리,3,,2671025600,매학리,20150923
2671025623,26,710,256,23,2671025623,2671025623,부산광역시 기장군 정관읍 임곡리,4,,2671025600,임곡리,20150923
2671025624,26,710,256,24,2671025624,2671025624,부산광역시 기장군 정관읍 월평리,5,,2671025600,월평리,20150923
2671025625,26,710,256,25,2671025625,2671025625,부산광역시 기장군 정관읍 달산리,6,,2671025600,달산리,20150923
2671025626,26,710,256,26,2671025626,2671025626,부산광역시 기장군 정관읍 병산리,7,,2671025600,병산리,20150923
